name,designer,license,category,date_added
Nothing You Could Do,Kimberly Geswein,OFL,HANDWRITING,2011-05-11
Noticia Text,JM Solé,OFL,SERIF,2012-02-08
Noto Sans,Google,OFL,SANS_SERIF,2013-02-27
Noto Serif,Google,OFL,SERIF,2013-02-27
Nova Cut,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Flat,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Mono,Wojciech Kalinowski,OFL,MONOSPACE,2011-03-23
Nova Oval,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Round,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Script,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Slim,Wojciech Kalinowski,OFL,DISPLAY,2011-03-23
Nova Square,Wojciech Kalinowski,OFL,DISPLAY,2011-04-14
NTR,Purushoth Kumar Guttula,OFL,SANS_SERIF,2014-12-10
Numans,Jovanny Lemonad,OFL,SANS_SERIF,2011-08-17
Nunito,Vernon Adams,OFL,SANS_SERIF,2012-08-12
Nunito Sans,Multiple Designers,OFL,SANS_SERIF,2016-10-06
Odibee Sans,James Barnard,OFL,DISPLAY,2019-11-08
Odor Mean Chey,Danh Hong,OFL,DISPLAY,2011-03-02
Offside,Eduardo Tunni,OFL,DISPLAY,2012-10-26
OFL Sorts Mill Goudy TT,Barry Schwartz,OFL,SERIF,2010-05-18
Oldenburg,Nicole Fally,OFL,DISPLAY,2011-12-19
Old Standard TT,Alexey Kryukov,OFL,SERIF,2010-05-18
Oleo Script,soytutype fonts,OFL,DISPLAY,2012-03-29
Oleo Script Swash Caps,soytutype fonts,OFL,DISPLAY,2012-11-12
Oranienbaum,Multiple Designers,OFL,SERIF,2012-08-20
Orbitron,Matt McInerney,OFL,SANS_SERIF,2010-12-15
Oregano,Astigmatic,OFL,DISPLAY,2012-08-13
Orienta,Eduardo Tunni,OFL,SANS_SERIF,2012-09-07
Original Surfer,Astigmatic,OFL,DISPLAY,2011-12-07
Oswald,"Vernon Adams, Kalapi Gajjar, Cyreal",OFL,SANS_SERIF,2012-02-29
Overlock,Dario Manuel Muhafara,OFL,DISPLAY,2011-12-19
Overlock SC,Dario Manuel Muhafara,OFL,DISPLAY,2011-12-19
Overpass,Delve Withrington,OFL,SANS_SERIF,2016-12-02
Overpass Mono,Delve Withrington,OFL,MONOSPACE,2016-12-02
Over the Rainbow,Kimberly Geswein,OFL,HANDWRITING,2011-04-27
Ovo,Nicole Fally,OFL,SERIF,2011-07-20
Oxanium,Severin Meyer,OFL,DISPLAY,2020-01-30
Oxygen,Vernon Adams,OFL,SANS_SERIF,2012-03-29
Oxygen Mono,Vernon Adams,OFL,MONOSPACE,2012-09-08
Pacifico,"Vernon Adams, Jacques Le Bailly, Botjo Nikoltchev, Ani Petrova",OFL,HANDWRITING,2011-03-09
Padauk,SIL International,OFL,SANS_SERIF,2016-11-08
Palanquin,Pria Ravichandran,OFL,SANS_SERIF,2015-01-28
Palanquin Dark,Pria Ravichandran,OFL,SANS_SERIF,2015-01-28
Pangolin,Kevin Burke,OFL,HANDWRITING,2017-02-12
Paprika,Eduardo Tunni,OFL,DISPLAY,2012-10-26
Parisienne,Astigmatic,OFL,HANDWRITING,2012-01-25
Passero One,Viktoriya Grabowska,OFL,DISPLAY,2011-08-31
Passion One,Fontstage,OFL,DISPLAY,2011-12-13
Pathway Gothic One,Eduardo Tunni,OFL,SANS_SERIF,2013-06-05
Patrick Hand,Patrick Wagesreiter,OFL,HANDWRITING,2011-07-06
Patrick Hand SC,Patrick Wagesreiter,OFL,HANDWRITING,2013-02-27
Pattaya,Multiple Designers,OFL,SANS_SERIF,2016-06-20
Patua One,LatinoType,OFL,DISPLAY,2011-12-19
Pavanam,Multiple Designers,OFL,SANS_SERIF,2016-06-20
Paytone One,Vernon Adams,OFL,SANS_SERIF,2011-05-04
Pecita,Phillipe Cochy,OFL,HANDWRITING,2012-05-09
Peddana,Appaji Ambarisha Darbha,OFL,SERIF,2014-12-10
Peralta,Astigmatic,OFL,DISPLAY,2012-07-11
Petit Formal Script,Impallari Type,OFL,HANDWRITING,2012-09-07
Petrona,Ringo Romei,OFL,SERIF,2011-11-02
Phetsarath,Danh Hong,OFL,SERIF,2012-05-18
Philosopher,Jovanny Lemonad,OFL,SANS_SERIF,2011-08-31
Piedra,Sudtipos,OFL,DISPLAY,2011-11-30
Pinyon Script,Nicole Fally,OFL,HANDWRITING,2011-10-12
Pirata One,Multiple Designers,OFL,DISPLAY,2012-10-31
Plaster,Sorkin Type,OFL,DISPLAY,2011-12-13
Play,Jonas Hecksher,OFL,SANS_SERIF,2011-05-04
Playball,TypeSETit,OFL,DISPLAY,2011-12-19
Playfair Display,Claus Eggers Sørensen,OFL,SERIF,2011-11-16
Playfair Display SC,Claus Eggers Sørensen,OFL,SERIF,2012-10-26
Podkova,Cyreal,OFL,SERIF,2011-05-18
Poetsen One,"Rodrigo Fuenzalida, Pablo Impallari",OFL,DISPLAY,2012-09-07
Poiret One,Denis Masharov,OFL,DISPLAY,2012-02-29
Poller One,Yvonne Schüttler,OFL,DISPLAY,2011-09-28
Poly,Nicolás Silva,OFL,SERIF,2011-11-02
Pompiere,Karolina Lach,OFL,DISPLAY,2011-07-20
Ponnala,Appaji Ambarisha Darbha,OFL,DISPLAY,2014-12-10
Pontano Sans,Vernon Adams,OFL,SANS_SERIF,2012-03-14
Poor Story,Yoon Design,OFL,DISPLAY,2018-02-23
Poppins,Indian Type Foundry,OFL,SANS_SERIF,2015-06-03
Porter Sans Block,Tyler Finck,OFL,DISPLAY,2013-12-03
Port Lligat Sans,Tipo,OFL,SANS_SERIF,2012-01-18
Port Lligat Slab,Tipo,OFL,SERIF,2012-01-18
Post No Bills Colombo,Mooniak,OFL,DISPLAY,2017-02-20
Post No Bills Jaffna,Mooniak,OFL,DISPLAY,2017-02-20
Pragati Narrow,Omnibus-Type,OFL,SANS_SERIF,2015-04-22
Prata,Cyreal,OFL,SERIF,2011-09-07
Preahvihear,Danh Hong,OFL,DISPLAY,2011-03-02
Press Start 2P,CodeMan38,OFL,DISPLAY,2012-04-04
Pridi,Cadson Demak,OFL,SERIF,2016-06-20
Princess Sofia,Tart Workshop,OFL,HANDWRITING,2012-02-15
Prociono,Barry Schwartz,OFL,SERIF,2011-08-31
Prompt,Cadson Demak,OFL,SANS_SERIF,2016-06-20
Prosto One,Multiple Designers,OFL,DISPLAY,2012-02-29
Proza Libre,Jasper de Waard,OFL,SANS_SERIF,2016-06-20
PT Mono,ParaType,OFL,MONOSPACE,2012-02-29
PT Sans,ParaType,OFL,SANS_SERIF,2010-09-21
PT Sans Caption,ParaType,OFL,SANS_SERIF,2010-09-21
PT Sans Narrow,ParaType,OFL,SANS_SERIF,2010-09-21
PT Serif,ParaType,OFL,SERIF,2011-02-09
PT Serif Caption,ParaType,OFL,SERIF,2011-02-09
Public Sans,Multiple Designers,OFL,SANS_SERIF,2019-06-07
Puritan,Ben Weiner,OFL,SANS_SERIF,2010-11-30
Purple Purse,Astigmatic,OFL,DISPLAY,2012-11-16
Pushster,Andyj,OFL,DISPLAY,2019-04-01
Quando,Joana Correia,OFL,SERIF,2012-07-10
Quantico,MADType,OFL,SANS_SERIF,2011-12-19
Quattrocento,Impallari Type,OFL,SERIF,2012-03-20
Quattrocento Sans,Impallari Type,OFL,SANS_SERIF,2012-02-15
Questrial,Joe Prince,OFL,SANS_SERIF,2011-08-10
Quicksand,Andrew Paglinawan,OFL,SANS_SERIF,2011-10-19
Quintessential,Astigmatic,OFL,HANDWRITING,2012-11-02
Qwigley,TypeSETit,OFL,HANDWRITING,2011-12-19
Racing Sans One,Impallari Type,OFL,DISPLAY,2012-08-13
Radley,Vernon Adams,OFL,SERIF,2011-12-13
Rajdhani,Indian Type Foundry,OFL,SANS_SERIF,2014-07-09
Rakkas,Zeynep Akay,OFL,DISPLAY,2016-06-20
Raleway,Multiple Designers,OFL,SANS_SERIF,2012-09-07
Raleway Dots,Multiple Designers,OFL,DISPLAY,2012-09-07
Ramabhadra,Purushoth Kumar Guttula,OFL,SANS_SERIF,2014-12-10
Ramaraja,Appaji Ambarisha Darbha,OFL,SERIF,2015-01-08
Rambla,Martin Sommaruga,OFL,SANS_SERIF,2012-10-31
Rammetto One,Vernon Adams,OFL,DISPLAY,2011-11-02
Ranchers,Impallari Type,OFL,DISPLAY,2012-09-07
Ranga,TipTopTyp,OFL,DISPLAY,2015-01-28
Rasa,Rosetta,OFL,SERIF,2016-06-20
Rationale,Cyreal,OFL,SANS_SERIF,2011-08-03
Ravi Prakash,Appaji Ambarisha Darbha,OFL,DISPLAY,2015-01-12
Recursive,"Arrow Type, Stephen Nixon",OFL,SANS_SERIF,2020-05-01
Redacted,Christian Naths,OFL,DISPLAY,2013-09-18
Redacted Script,Christian Naths,OFL,HANDWRITING,2013-09-18
Red Hat Display,MCKL,OFL,SANS_SERIF,2019-04-10
Red Hat Text,MCKL,OFL,SANS_SERIF,2019-04-10
Reem Kufi,"Khaled Hosny, Santiago Orozco",OFL,SANS_SERIF,2016-05-31
Reenie Beanie,James Grieshaber,OFL,HANDWRITING,2010-05-10
Revalia,Multiple Designers,OFL,DISPLAY,2012-03-14
Rhodium Libre,James Puckett,OFL,SERIF,2015-06-03
Ribeye,Astigmatic,OFL,DISPLAY,2011-11-23
Ribeye Marrow,Astigmatic,OFL,DISPLAY,2011-11-23
Righteous,Astigmatic,OFL,DISPLAY,2011-11-23
Risque,Astigmatic,OFL,DISPLAY,2012-11-11
Roboto,"Christian Robertson, Paratype, Font Bureau",OFL,SANS_SERIF,2013-01-09
Rokkitt,Vernon Adams,OFL,SERIF,2011-07-27
Romanesco,Astigmatic,OFL,HANDWRITING,2012-08-13
Ropa Sans,Botjo Nikoltchev,OFL,SANS_SERIF,2012-01-25
Rosario,Omnibus-Type,OFL,SANS_SERIF,2011-09-07
Rosarivo,Pablo Ugerman,OFL,SERIF,2012-03-29
Rouge Script,Sabrina Mariela Lopez,OFL,HANDWRITING,2012-01-11
Rowdies,Jaikishan Patel,OFL,DISPLAY,2019-10-10
Rozha One,Indian Type Foundry,OFL,SERIF,2014-08-13
Rubik,"Hubert and Fischer, Meir Sadan, Cyreal",OFL,SANS_SERIF,2015-07-22
Rubik Mono One,Hubert and Fischer,OFL,SANS_SERIF,2014-05-05
Rubik One,Hubert and Fischer,OFL,SANS_SERIF,2014-05-05
Ruda,Multiple Designers,OFL,SANS_SERIF,2012-01-11
Rufina,Martin Sommaruga,OFL,SERIF,2012-10-31
Ruge Boogie,TypeSETit,OFL,HANDWRITING,2011-12-19
Ruluko,Multiple Designers,OFL,SANS_SERIF,2012-01-11
Rum Raisin,Astigmatic,OFL,SANS_SERIF,2012-11-02
Ruslan Display,Denis Masharov,OFL,DISPLAY,2011-05-18
Russo One,Jovanny Lemonad,OFL,SANS_SERIF,2012-04-04
Ruthie,TypeSETit,OFL,HANDWRITING,2011-12-19
Rye,Nicole Fally,OFL,DISPLAY,2012-08-21
Sacramento,Astigmatic,OFL,HANDWRITING,2012-11-01
Sahitya,Juan Pablo del Peral,OFL,SERIF,2015-06-17
Sail,Miguel Hernandez,OFL,DISPLAY,2011-12-19
Saira,Omnibus-Type,OFL,SANS_SERIF,2016-12-03
Saira Condensed,Omnibus-Type,OFL,SANS_SERIF,2016-12-03
Saira Extra Condensed,Omnibus-Type,OFL,SANS_SERIF,2016-12-03
Saira Semi Condensed,Omnibus-Type,OFL,SANS_SERIF,2016-12-03
Saira Stencil One,"Hector Gatti, Omnibus-Type",OFL,DISPLAY,2019-06-19
Salsa,John Vargas Beltrán,OFL,DISPLAY,2011-10-12
Sanchez,Daniel Hernandez,OFL,SERIF,2012-10-31
Sancreek,Vernon Adams,OFL,DISPLAY,2011-10-12
Sansation,Bernd Montag,OFL,SANS_SERIF,2012-10-18
Sansita,Omnibus-Type,OFL,SANS_SERIF,2016-12-04
Sansita One,Omnibus-Type,OFL,DISPLAY,2011-09-28
Sarabun,Suppakit Chalermlarp,OFL,SANS_SERIF,2013-10-28
Sarala,Andres Torresi,OFL,SANS_SERIF,2015-06-17
Sarina,James Grieshaber,OFL,DISPLAY,2011-12-19
Sarpanch,Indian Type Foundry,OFL,SANS_SERIF,2014-09-03
Scada,Jovanny Lemonad,OFL,SANS_SERIF,2012-07-30
Scheherazade,SIL International,OFL,SERIF,2012-01-18
Scope One,Dalton Maag,OFL,SERIF,2016-06-20
Seaweed Script,Neapolitan,OFL,DISPLAY,2012-02-29
Secular One,Michal Sahar,OFL,SANS_SERIF,2016-06-20
Sedan,Sebastian Salazar,OFL,SERIF,2012-10-31
Sedan SC,Sebastian Salazar,OFL,SERIF,2012-10-31
Sedgwick Ave,Multiple Designers,OFL,HANDWRITING,2017-08-01
Sedgwick Ave Display,Multiple Designers,OFL,HANDWRITING,2017-08-01
Sen,Kosal Sen,OFL,SANS_SERIF,2020-01-17
Sevillana,Brownfox,OFL,DISPLAY,2012-02-22
Seymour One,Vernon Adams,OFL,SANS_SERIF,2012-10-10
Shadows Into Light,Kimberly Geswein,OFL,HANDWRITING,2011-06-08
Shadows Into Light Two,Kimberly Geswein,OFL,HANDWRITING,2012-02-22
Shanti,Vernon Adams,OFL,SANS_SERIF,2011-05-11
Share,Carrois Apostrophe,OFL,DISPLAY,2012-02-08
Share Tech,Carrois Apostrophe,OFL,SANS_SERIF,2012-10-31
Share Tech Mono,Carrois Apostrophe,OFL,MONOSPACE,2012-10-31
Shojumaru,Astigmatic,OFL,DISPLAY,2012-01-25
Short Stack,James Grieshaber,OFL,HANDWRITING,2011-08-17
Shrikhand,Jonny Pinhorn,OFL,DISPLAY,2016-06-20
Siamreap,Danh Hong,OFL,DISPLAY,2011-03-02
Siemreap,Danh Hong,OFL,DISPLAY,2011-04-20
Sigmar One,Vernon Adams,OFL,DISPLAY,2011-05-04
Signika,Anna Giedryś,OFL,SANS_SERIF,2011-11-23
Signika Negative,Anna Giedryś,OFL,SANS_SERIF,2011-11-23
Simonetta,Brownfox,OFL,DISPLAY,2012-04-04
Single Day,DXKorea Inc,OFL,DISPLAY,2018-02-23
Sintony,Eduardo Rodriguez Tunni,OFL,SANS_SERIF,2013-02-27
Sirin Stencil,Cyreal,OFL,DISPLAY,2012-01-18
Sitara,Neelakash Kshetrimayum,OFL,SERIF,2015-06-10
Six Caps,Vernon Adams,OFL,SANS_SERIF,2011-02-16
Skranji,Neapolitan,OFL,DISPLAY,2012-08-21
Slabo 13px,John Hudson,OFL,SERIF,2014-05-30
Slabo 27px,John Hudson,OFL,SERIF,2014-05-30
Smythe,Vernon Adams,OFL,DISPLAY,2011-04-20
Sniglet,Multiple Designers,OFL,DISPLAY,2010-12-15
Snippet,Gesine Todt,OFL,SANS_SERIF,2011-07-20
Snowburst One,Annet Stirling,OFL,DISPLAY,2012-11-26
Sofadi One,Botjo Nikoltchev,OFL,DISPLAY,2012-09-30
Sofia,LatinoType,OFL,HANDWRITING,2011-12-19
Solway,"Mariya V. Pigoulevskaya, The Northern Block",OFL,SERIF,2018-08-06
Sometype Mono,Ryoichi Tsunekawa,OFL,MONOSPACE,2019-09-26
Song Myung,JIKJI,OFL,SERIF,2018-02-23
Sonsie One,Riccardo De Franceschi,OFL,DISPLAY,2012-01-18
Sorts Mill Goudy,Barry Schwartz,OFL,SERIF,2011-09-07
Source Code Pro,Paul D. Hunt,OFL,MONOSPACE,2012-09-20
Source Sans Pro,Paul D. Hunt,OFL,SANS_SERIF,2012-07-31
Source Serif Pro,Frank Grießhammer,OFL,SERIF,2014-05-30
Space Mono,Colophon,OFL,MONOSPACE,2016-06-20
Spartan,"Matt Bailey, Mirko Velimirovic",OFL,SANS_SERIF,2020-01-30
Spectral,Production Type,OFL,SERIF,2017-10-10
Spectral SC,Production Type,OFL,SERIF,2017-10-10
Spicy Rice,Astigmatic,OFL,DISPLAY,2011-12-13
Spinnaker,Elena Albertoni,OFL,SANS_SERIF,2011-09-28
Spirax,Brenda Gallo,OFL,DISPLAY,2011-11-23
Squada One,Joe Prince,OFL,DISPLAY,2011-12-15
Sree Krushnadevaraya,Purushoth Kumar Guttula,OFL,SERIF,2015-01-12
Sriracha,Cadson Demak,OFL,HANDWRITING,2015-07-01
Srisakdi,Cadson Demak,OFL,DISPLAY,2018-08-22
Staatliches,"Brian LaRossa, Erica Carras",OFL,DISPLAY,2018-12-10
Stalemate,Astigmatic,OFL,HANDWRITING,2012-11-03
Stalinist One,Multiple Designers,OFL,DISPLAY,2012-08-20
Stalin One,Multiple Designers,OFL,DISPLAY,2012-08-20
Stardos Stencil,Vernon Adams,OFL,DISPLAY,2011-07-06
Stint Ultra Condensed,Astigmatic,OFL,DISPLAY,2011-12-07
Stint Ultra Expanded,Astigmatic,OFL,DISPLAY,2012-02-15
Stoke,Nicole Fally,OFL,SERIF,2012-08-03
Strait,Eduardo Tunni,OFL,SANS_SERIF,2012-10-26
Strong,Gaslight,OFL,SANS_SERIF,2012-05-09
Stylish,AsiaSoft Inc,OFL,SANS_SERIF,2018-02-27
Sue Ellen Francisco,Kimberly Geswein,OFL,HANDWRITING,2011-04-14
Suez One,Michal Sahar,OFL,SERIF,2016-06-20
Sulphur Point,Dale Sattler,OFL,SANS_SERIF,2019-09-25
Sumana,Cyreal,OFL,SERIF,2015-04-29
Sunflower,JIKJISOFT,OFL,SANS_SERIF,2018-02-27
Supermercado One,James Grieshaber,OFL,DISPLAY,2011-11-02
Sura,Carolina Giovagnoli,OFL,SERIF,2015-06-17
Suranna,Purushoth Kumar Guttula,OFL,SERIF,2015-01-12
Suravaram,Purushoth Kumar Guttula,OFL,SERIF,2015-01-12
Suwannaphum,Danh Hong,OFL,DISPLAY,2011-03-02
Swanky and Moo Moo,Kimberly Geswein,OFL,HANDWRITING,2011-04-27
Tajawal,Boutros Fonts,OFL,SANS_SERIF,2018-04-04
Tangerine,Toshi Omagari,OFL,HANDWRITING,2010-06-08
Taprom,Danh Hong,OFL,DISPLAY,2011-03-02
Tauri,Yvonne Schüttler,OFL,SANS_SERIF,2013-02-27
Taviraj,Cadson Demak,OFL,SERIF,2016-06-20
Teko,Indian Type Foundry,OFL,SANS_SERIF,2014-06-25
Telex,Huerta Tipográfica,OFL,SANS_SERIF,2012-01-18
Tenali Ramakrishna,Appaji Ambarisha Darbha,OFL,SANS_SERIF,2014-12-10
Tenor Sans,Denis Masharov,OFL,SANS_SERIF,2011-05-25
Terminal Dosis,Impallari Type,OFL,SANS_SERIF,2011-09-28
Terminal Dosis Light,multiple designers,OFL,SANS_SERIF,2011-03-30
Text Me One,Julia Petretta,OFL,SANS_SERIF,2012-10-31
Thabit,Khaled Hosny,OFL,SERIF,2010-09-21
Thasadith,Cadson Demak,OFL,SANS_SERIF,2018-08-22
The Girl Next Door,Kimberly Geswein,OFL,HANDWRITING,2011-04-20
Tienne,Vernon Adams,OFL,SERIF,2011-07-27
Tillana,Indian Type Foundry,OFL,HANDWRITING,2015-06-03
Timmana,Appaji Ambarisha Darbha,OFL,SANS_SERIF,2015-01-12
Titan One,Rodrigo Fuenzalida,OFL,DISPLAY,2012-01-11
Titillium Web,Multiple Designers,OFL,SANS_SERIF,2012-10-01
Tomorrow,"Tony de Marco, Monica Rizzolli",OFL,SANS_SERIF,2019-10-02
Trade Winds,Sideshow,OFL,DISPLAY,2011-12-19
Trirong,Cadson Demak,OFL,SERIF,2016-06-20
Trocchi,Vernon Adams,OFL,SERIF,2012-04-04
Trochut,Andreu Balius,OFL,DISPLAY,2012-01-18
Trykker,Magnus Gaarde,OFL,SERIF,2011-12-19
Tuffy,Thatcher Ulrich,OFL,SANS_SERIF,2012-05-09
Tulpen One,Naima Ben Ayed,OFL,DISPLAY,2011-08-03
Turret Road,Dale Sattler,OFL,DISPLAY,2019-09-03
Uchen,Christopher J. Fynn,OFL,SERIF,2019-12-07
Uncial Antiqua,Astigmatic,OFL,DISPLAY,2011-12-19
Underdog,Multiple Designers,OFL,DISPLAY,2012-09-23
Unica One,Eduardo Tunni,OFL,DISPLAY,2012-10-26
UnifrakturCook,j. 'mach' wust,OFL,DISPLAY,2010-12-07
UnifrakturMaguntia,j. 'mach' wust,OFL,DISPLAY,2010-11-30
Unlock,Eduardo Tunni,OFL,DISPLAY,2011-11-30
Unna,Omnibus-Type,OFL,SERIF,2011-07-20
Vampiro One,Riccardo De Franceschi,OFL,DISPLAY,2012-11-26
Varela,Joe Prince,OFL,SANS_SERIF,2011-06-29
Varela Round,Joe Prince,OFL,SANS_SERIF,2011-07-13
Varta,Sorkin Type Co,OFL,SANS_SERIF,2015-05-13
Vast Shadow,Nicole Fally,OFL,DISPLAY,2011-10-12
Vesper Libre,Mota Italic,OFL,SERIF,2014-07-14
Viaoda Libre,"Gydient, Vietanh Nguyen",OFL,DISPLAY,2019-11-05
Vibes,AbdElmomen Kadhim (blueMix),OFL,DISPLAY,2019-04-23
Vibur,Johan Kallas,OFL,HANDWRITING,2010-12-15
Vidaloka,Cyreal,OFL,SERIF,2011-08-17
Viga,Fontstage,OFL,SANS_SERIF,2011-12-07
Voces,Multiple Designers,OFL,DISPLAY,2012-02-22
Volkhov,Cyreal,OFL,SERIF,2011-08-17
Vollkorn,Friedrich Althausen,OFL,SERIF,2010-09-08
Vollkorn SC,Friedrich Althausen,OFL,SERIF,2017-09-08
Voltaire,Yvonne Schüttler,OFL,SANS_SERIF,2011-08-17
VT323,Peter Hull,OFL,MONOSPACE,2011-03-02
Waiting for the Sunrise,Kimberly Geswein,OFL,HANDWRITING,2011-04-14
Wallpoet,Lars Berggren,OFL,DISPLAY,2011-04-27
Warnes,Eduardo Tunni,OFL,DISPLAY,2012-09-07
Wellfleet,Riccardo De Franceschi,OFL,DISPLAY,2012-01-11
Wendy One,Alejandro Inler,OFL,SANS_SERIF,2012-12-05
Wire One,Cyreal,OFL,SANS_SERIF,2011-05-18
Work Sans,Wei Huang,OFL,SANS_SERIF,2015-07-08
Yaldevi Colombo,Mooniak,OFL,SANS_SERIF,2017-02-20
Yanone Kaffeesatz,"Yanone, Cyreal",OFL,SANS_SERIF,2010-05-11
Yantramanav,Erin McLaughlin,OFL,SANS_SERIF,2015-06-03
Yatra One,Catherine Leigh Schmidt,OFL,DISPLAY,2016-06-20
Yeon Sung,Woowahan brothers,OFL,DISPLAY,2018-02-23
Yeseva One,Jovanny Lemonad,OFL,DISPLAY,2011-07-13
Yesteryear,Astigmatic,OFL,HANDWRITING,2011-12-19
Yinmar,Danh Hong,OFL,DISPLAY,2016-02-03
Yrsa,Rosetta,OFL,SERIF,2016-06-20
ZCOOL KuaiLe,"Liu Bingke, Yang Kang, Wu Shaojie",OFL,SANS_SERIF,2018-12-05
ZCOOL QingKe HuangYou,Zheng Qingke,OFL,SANS_SERIF,2018-12-05
ZCOOL XiaoWei,Li Dawei,OFL,SANS_SERIF,2018-12-05
Zeyada,Kimberly Geswein,OFL,HANDWRITING,2011-06-08
Zhi Mang Xing,Wei Zhimang,OFL,HANDWRITING,2019-03-18
Zilla Slab,Typotheque,OFL,SERIF,2017-06-28
Zilla Slab Highlight,Typotheque,OFL,DISPLAY,2017-07-26
